Project-Title,Instructables-link,Creator,Subcategory,Favorites,Views
Waterproof nighttime LED running lights for your bicycle.,/id/Waterproof-nighttime-LED-running-lights-for-your-b/,Orum,Bikes,55,28000
Hanging Bird Feeder with Wood and Recycled Jar,/id/Hanging-Bird-Feeder-with-Wood-and-Recycled-Jar/,feltonite,Birding,38,8700
Armored messenger bag,/id/Armored-messenger-bag/,Culturespy,Survival,113,42000
Xtends - Convert Your Bike Into A Long Cargo Bike,/id/Xtends-Convert-Your-Bike-Into-A-Long-Cargo-Bike/,bikeframe,Bikes,144,52000
Camping Hot Tub,/id/Camping-Hot-Tub/,player2756,Camping,378,288000
Build A Net Gun,/id/Build-A-Net-Gun/,crispyjones,Siege Engines,2406,883000
RGBike POV - Open project,/id/RGBike-POV-Open-project/,Hazard,Bikes,433,183000
Bike Tire and Gear Belt,/id/Bike-Tire-and-Gear-Belt/,dan,Bikes,228,53000
The Near-Perfect Tent: Design and Build a Recycled Tent,/id/The-Near-Perfect-Tent-Design-and-Build-a-Recycled/,bentm,Camping,1159,401000
Bike Painting Tips,/id/Bike-Painting-Tips/,Panda Face,Bikes,785,741000
Roof-or-Truck-Mount EZ Bike Rack,/id/Roof-or-Truck-Mount-EZ-Bike-Rack/,irishmail,Bikes,50,22000
Duct Tape Boat!,/id/Duct-Tape-boat/,lselse3,Boats,135,65000
Bamboo and Hemp Road Bike,/id/Bamboo-and-Hemp-Road-Bike/,jmasonherr,Bikes,82,50000
Hack a $4 LED flashlight into a scuba diving light with a laxative!,/id/Hack-a-4-LED-flashlight-into-a-scuba-diving-light/,dave spencer,Water,146,90000
Lightweight Backpacking Spice Kit,/id/Lightweight-Backpacking-Spice-Kit/,myckro,Camping,406,43000
8' Folding Kayak,/id/8-Folding-Kayak/,wizgirl,Boats,497,169000
Make Your Own Tarp Tents,/id/Make-Your-Own-Tarp-Tents/,Matin,Camping,180,148000
Guide to Building a Greenland Kayak,/id/Build-a-Greenland-Kayak-8/,StumpChunkman,Boats,194,40000
Birdhouses & Bird Feeders,/id/Birdhouses-Bird-Feeders/,Instructables Guides,Birding,77,36000
Alcohol Stove,/id/Alcohol-Stove-4/,Instructables Guides,Survival,200,122000
Bike Polo Mallet,/id/Bike-Polo-Mallet/,lamoix,Sports,11,21000
Campfire Toasting Fork,/id/Campfire-Toasting-Fork/,AntMan232,Camping,150,27000
The Original Potato Cannon,/id/The-Original-Potato-Cannon/,matt,Backyard,563,1500000
How to wire a shed for electricity,/id/How-to-wire-a-shed-for-electricity/,blkhawk,Backyard,341,770000
Electric Longboard Build & Clever CIM Motor Drivetrain,/id/Electric-Longboard-Build-Clever-CIM-Motor-Drivet/,all1by,Skateboarding,348,110000
Hanging Wild Bird Treat - A different kind of seed bead,/id/Hanging-Wild-Bird-Treat-A-different-kind-of-seed/,weiblen.c,Birding,26,32000
Altoids Sours BBQ Grill,/id/Altoids-Sours-BBQ-Grill/,vmspionage,Camping,1127,332000
Tall Amphibious Couchbike,/id/Tall-Amphibious-Couchbike/,_nicos,Bikes,110,26000
Paracord Bracelet With a Side Release Buckle,/id/Paracord-bracelet-with-a-side-release-buckle/,Stormdrane,Knots,4462,5000000
Building a Rowing Shell,/id/Building-a-Rowing-Shell/,damonv,Boats,138,120000
Nerf Vulcan Modification Project,/id/Nerf-Vulcan-Modification-Project/,Zinventor,Launchers,95,213000
Multi-Color Paracord Can Koozie,/id/Multi-Color-Paracord-Can-Koozie/,craftydan,Knots,1113,336000
DIY Camping Hammock,/id/DIY-camping-hammock/,larslovespeace,Camping,560,219000
Portable Evaporative Cooler (swamp cooler),/id/Portable-Evaporative-Cooler-swamp-cooler/,tooyellowdogs,Camping,307,269000
How to Build a Super Top Secret Bunker under Your House.  The Prelude...,/id/How-to-Build-a-Super-Top-Secret-Bunker-under-Your-/,Senseless,Survival,608,1100000
make a manual vacuum pump for under $20 by converting a bicycle pump,/id/make-a-manual-vacuum-pump-for-under-$20-by-convert/,drcrash,Bikes,396,613000
Bohemian Butterfly Bicycle Baskets,/id/Bohemian-Butterfly-Bicycle-Baskets/,Griffin Street Productions,Bikes,29,12000
No Weld Bicycle Trailer Hitch,/id/No-Weld-Bicycle-Trailer-Hitch/,frenzy,Bikes,186,77000
Custom Golf Club Head Cover,/id/Custom-Golf-Club-Head-Cover/,David.Lightman,Sports,39,63000
Electroluminescent Mountain Bike,/id/Electroluminescent-Mountain-Bike/,QuackMasterDan,Bikes,173,40000
No Weld Bike Trailer,/id/No-Weld-Bike-Trailer/,frenzy,Bikes,176,115000
Tea Party on a Stick (how to host a tea party in a tree),/id/Tea-Party-on-a-Stick-how-to-host-a-tea-party-in-a/,EGiR,Camping,24,4700
Bike Touring,/id/Bike-Touring/,frenzy,Bikes,82,25000
Summer Sewing Project : Beach Towel for Two,/id/Summer-Sewing-Project-Beach-Towel-for-Two/,Ase0esA,Beach,112,12000
Build an Artificial Reef,/id/Build-an-Artificial-Reef/,SurvivalGardener,Water,126,93000
Build the SpinScooter,/id/Build-the-SpinScooter/,KoolKat,Bikes,128,54000
Cute Sandcastle Flags,/id/Cute-Sandcastle-Flags/,joeysdreamgarden,Beach,9,6000
Illustrated & Detailed Guide To Making A Fire Piston,/id/Illustrated-amp-Detailed-Guide-To-Making-A-Fire-/,jphphotography,Survival,559,235000
Easy $5 Water Guns,/id/5-Water-Guns/,seamster,Water,430,151000
Paper Stomp Rockets,/id/Paper-Stomp-Rockets-Easy-and-Fun/,seamster,Rockets,356,214000
USB Bike Generator,/id/USB-Bike-Generator/,Doug Costlow,Bikes,459,180000
Indoor Bike Parking Rack,/id/Indoor-Bike-Parking-Rack/,lamoix,Bikes,71,42000
Make Your Own Net Bag!,/id/Make-Your-Own-Net-Shower-Bag/,mutantpoptart,Knots,291,203000
How to make a bird feeder out of Ikea plates,/id/How-to-make-a-bird-feeder-out-of-Ikea-plates/,PaulEl,Birding,29,13000
Automatic Pool Water Filler,/id/Automatic-Pool-Water-Filler/,whosdadog,Backyard,232,113000
Floating Dock with Barrels (UPDATED),/id/Floating-Dock-with-Barrels/,pilx,Water,482,1100000
Cook Egg and Bacon in an Orange,/id/Cook-Egg-and-Bacon-in-an-Orange/,tim_n,Camping,118,31000
Tow a Boat with a Bike,/id/Tow-a-Boat-with-a-Bike/,hpstoutharrow,Bikes,174,75000
Adding thermal insulation to your tent,/id/Adding-thermal-insulation-to-your-tent/,mayhemchaos,Camping,232,174000
How to add grip tape to a hurley,/id/How-to-add-grip-tape-to-a-hurley/,Culturespy,Sports,11,49000
how to build a cargo bike,/id/how-to-build-a-cargo-bike/,carkat,Bikes,553,454000
Make a Wide Sturdy Handle With The Portuguese Sinnet,/id/Make-a-Wide-Sturdy-Handle-With-The-Portuguese-Sinn/,keng,Knots,409,124000
DIY swimming pool cooler. ,/id/DIY-swimming-pool-cooler/,Dave7F,Backyard,110,141000
Simple Pioneering - Build a Monkey Bridge from wood poles,/id/Simple-Pioneering-Build-a-Monkey-Bridge-from-woo/,tim_n,Backyard,82,36000
Making Campfire Twists,/id/Making-Campfire-Twists/,tim_n,Camping,249,149000
Cobra Weave Key Fob,/id/Corbra-Weave-Key-Fob/,tevers94,Knots,570,265000
Bamboo Bike #2,/id/Bamboo-Bike-2/,BAMBOOBIKER,Bikes,292,97000
Rebuild a bicycle rear hub,/id/Rebuild-a-bicycle-rear-hub/,Prometheus,Bikes,142,380000
DIY Glass Water Bottle,/id/Protective-cover-for-a-glass-water-bottle/,Culturespy,Camping,182,25000
Convert a bird feeder into a wild bird waterer,/id/Convert-a-bird-feeder-into-a-wild-bird-waterer/,weiblen.c,Birding,42,15000
Single Wheeled Bike Trailer,/id/Single-Wheeled-Bike-Trailer/,samfelis,Bikes,465,197000
Simple foldable kayak trolley in 20 minutes,/id/Simple-foldable-kayak-trolley-in-20-minutes/,chusgs,Boats,84,129000
Simple Pioneering - Build a swing from wood poles!,/id/Simple-Pioneering/,tim_n,Backyard,37,11000
Backyard Theater,/id/Backyard-Theater/,MedMisfit,Backyard,163,43000
How to Build Up a Bike,/id/How-to-Build-Up-a-Bike/,joe,Bikes,339,986000
Pallet House to Save the World... or a garden shed.,/id/Pallet-House-to-Save-the-World-or-a-garden-shed/,darlingtom,Backyard,512,160000
Survival Stove,/id/Survival-Stove/,zazenergy,Survival,249,286000
How to Make a Tire Swing!,/id/How-to-make-a-tire-swing/,adlabens,Backyard,243,1000000
DIY flip minoHD quality underwater case,/id/DIY-flip-minoHD-quality-underwater-case/,tiagoblanquet,Water,55,18000
Scraper Bike Wheels,/id/Scraper-Bike-Wheels/,dan,Bikes,152,61000
Carving a Spine Hiking Pole,/id/A-Carved-Spine-Hiking-Pole/,scraptopower,Camping,166,25000
Kilo-Lumen bike headlight,/id/Kilo-Lumen-bike-headlight/,kc6qhp,Bikes,178,74000
Mountain Bike Scooter,/id/Mountain-Bike-Scooter/,Woodenbikes,Bikes,137,43000
The Clubhouse,/id/The-Clubhouse/,balloondoggle,Backyard,314,65000
Long John Cargo Bike,/id/Long-John-Cargo-Bike/,gsport george,Bikes,204,62000
Field Sink,/id/Field-Sink/,hpstoutharrow,Camping,911,228000
Trip Log: Return to the California Channel Islands,/id/ChannelIslands2/,TimAnderson,Boats,49,22000
Leather Mountain Bike Grips,/id/Leather-Mountain-Bike-Grips/,bongodrummer,Bikes,42,18000
Foamboat construction,/id/Foamboat-construction/,unclesam,Boats,134,143000
Old Fashion Torch,/id/Old-Fashion-Torch/,asibitemytongue,Survival,181,105000
How to Make a Plastic Bullet Kite,/id/How-to-Make-a-Plastic-Bullet-Kite/,uncoiled.tiger,Kites,89,38000
Paracord Contest Winners,/id/Paracord-Contest-Winners/,Contest Robot,Paracord,215,124000
Rope Ladder (glow-in-the-dark Version),/id/rope-ladder-glow-in-the-dark-version/,mikeasaurus,Survival,255,57000
Sew What Hammock,/id/Sew-What-Hammock/,pacowarabi,Climbing,205,47000
Paracord Monkey Fist,/id/Paracord-monkey-fist-guide/,NutandBolt,Paracord,2175,1100000
Scout Project: How to build a Trebuchet,/id/Scout-Project-Trebuchets-Pioneering/,Biggsy,Siege Engines,49,41000
Rolling Bike Tree (Mobile PVC Cactus),/id/Rolling-Bike-Tree-Mobile-PVC-Cacti/,balsaaaq,Bikes,130,13000
"""Safe"" Spark Scooter",/id/Safe-Spark-Scooter/,instructoman99,Skateboarding,2,11000
Pocket Survival Kit,/id/Pocket-Survival-Kit/,rownhunt,Survival,46,16000
How to bowl,/id/How-to-bowl/,hungyhipo 2,Sports,9,18000
Improved high power LED bike head light with integrated heat sink,/id/Improved-high-power-LED-bike-head-light-with-integ/,jmengel,Bikes,242,70000
Big Bag Badges: sew-on hi-vis badges for cycling/running,/id/Big-Bag-Badges-sew-on-hi-vis-badges-for-cyclingr/,royshearer,Bikes,47,10000
Minimalist Running Sandals (Huaraches),/id/Minimalist-Running-Sandals-Huaraches/,offseid,Sports,408,258000
How to make a Paracord Leatherman Pouch,/id/How-to-make-a-Paracord-Leatherman-Pouch/,stuwegie,Knots,1418,410000
Waterproof Dryer Lint Fire-Starter,/id/Waterproof-Dryer-Lint-Fire-Starter/,At29035ft,Camping,839,582000
Paracord Bullwhip,/id/Paracord-Bullwhip/,ch5,Paracord,1710,738000
Make a Nesting Material Dispenser,/id/Make-a-Nesting-Material-Dispenser/,alffly,Birding,69,10000
Ice Axe Camera Mount,/id/Ice-Axe-Camera-Mount/,bertus52x11,Snow,6,5200
Survival bracelet with fishing line,/id/Survival-bracelet-with-fishing-line/,blacky94,Knots,321,122000
Homemade paracord,/id/Homemade-paracord/,erik_mccray,Paracord,389,57000
How to make a Paracord Rescue Belt,/id/How-to-make-a-Paracord-Rescue-Belt/,stuwegie,Knots,2100,791000
Super-easy Paracord Camp Chair,/id/Super-easy-Paracord-Camp-Chair/,RavingMadStudios,Camping,356,82000
Paracord Yarmulke,/id/Paracord-Yarmulke/,canida,Paracord,43,5500
Easy Paper Kite for Kids,/id/Easy-Paper-Kite-for-Kids/,ReadsInTrees,Kites,149,871000
Adirondack Chair,/id/Adirondack-Chair/,Popular Mechanics,Backyard,927,282000
Build This Potting Shed,/id/Build-This-Potting-Shed/,Progressive Farmer,Backyard,602,153000
Double-perfect Whipped Paracord Staff Hand-grip,/id/Double-perfect-Whipped-Paracord-Staff-Hand-grip/,Kiteman,Knots,368,110000
Adjustable Paracord Glasses Lanyard,/id/Adjustable-Paracord-Glasses-Lanyard/,jdtwelve12,Paracord,281,96000
Red Oak Pyramid Bow,/id/Red-Oak-Pyramid-Bow/,Tool Using Animal,Hunting,3105,1100000
Rear pocket camera mount,/id/Rear-pocket-camera-mount/,bertus52x11,Bikes,49,18000
"Filling Sandbags the Easy way, with Sandbag Tubes",/id/Filling-Sandbags-the-Easy-way-with-Sandbag-Tubes/,RiverOakRanch,Survival,92,57000
Bike rack for full suspension mountain bike,/id/Bike-rack-for-full-suspension-mountain-bike/,neuro98,Bikes,67,48000
Skateboarding,/id/Skateboarding/,Gjdj3,Skateboarding,48,78000
Lightweight Electric Motorcycle With Bamboo Frame,/id/Lightweight-Electric-Motorcycle-With-Bamboo-Frame/,Bay School,Bikes,87,28000
BULLHORN YOUR BARS,/id/BULLHORN-YOUR-BARS/,brianhabicht,Bikes,37,47000
Butt board (sledding with skis),/id/Butt-board-sledding-with-skis/,rstupplebeen,Snow,32,10000
A Great Build-at-home Disc Golf Target (or a better use for 55-gal drums!),/id/A-Great-Build-at-home-Disc-Golf-Target/,Disc Dog,Sports,169,186000
"Timmy Green, my homebuilt Delta Recumbent Trike.",/id/Timmy-Green-my-homebuilt-Delta-Recumbent-Trike/,Timothy Wooi,Bikes,286,82000
DIY Free Motion Cycling Rollers,/id/DIY-Free-Motion-Cycling-Rollers/,pennachi1,Skateboarding,167,140000
How I built a sturdy roof-rack for a windsurfer/surfboard,/id/How-I-built-a-sturdy-roof-rack-for-a-windsurfersu/,Drofnats,Water,69,37000
Sand Fire Garden,/id/Sand-Fire-Garden/,jonsarriugarte,Backyard,1846,307000
How to survey breeding birds (UK),/id/How-to-survey-breeding-birds-UK/,Kiteman,Birding,6,2900
Rustic Hammock-Style Wilderness Chair,/id/Rustic-Hammock-Style-Wilderness-Chair/,hpstoutharrow,Camping,510,80000
DIY Lockring Pliers,/id/DIY-Lockring-Pliers/,russd32,Bikes,65,43000
the perfect snow ball,/id/the-perfect-snow-ball/,camcamjammyjam,Sports,8,5700
Changing a bicycle tube,/id/Changing-a-bicycle-tube/,jaydyer,Bikes,27,59000
Recycled Rear Mudguard,/id/Recycled-Rear-Mudguard/,BillieGene,Bikes,35,21000
"How to make the Bus Bike, a 9 person, 6 wheeled bicycle.",/id/How-to-make-the-Bus-Bike-a-9-person-6-wheeled-bi/,Cleveland Motley,Bikes,85,52000
Wool Cycling Jersey: Adding a Zipper,/id/Wool-Cycling-Jersey-Adding-a-Zipper/,dilg,Bikes,24,10000
Removable winter jacket liner,/id/Removable-winter-jacket-liner/,prettyinpaisleys,Camping,76,79000
Survival Bracelet (Updated!),/id/Survival-Bracelet/,tevers94,Knots,1526,1500000
Collapsible Hula Hoop,/id/Collapsible-Hula-Hoop/,summation,Sports,75,46000
Build an adjustable bike jump for kids,/id/Build-an-adjustable-bike-jump-for-kids/,murphtron,Bikes,64,56000
"A ""Ghetto"" Retractable Utility Knife AKA ""GRUK""",/id/A-Ghetto-Retractable-Utility-Knife-AKA-GRUK/,inchman,Survival,38,32000
Bike Book Holder,/id/Bike-Book-Holder/,resquebilly,Bikes,68,19000
Small simple horizontally mounted squirrel resistant/proof bird feeder that requires no specialist tools to make,/id/Small-simple-horizontally-mounted-squirrel-resista/,me13lake,Birding,46,28000
Traditional Polynesian Ice Canoe (Ice Proa) - How to Kite Ice Sail,/id/Traditional-Polynesian-Ice-Canoe-Ice-Proa/,ewilhelm,Boats,80,54000
Diffuser (Polarizer) Glasses,/id/Diffuser-Polarizer-Glasses/,louieaw,Backyard,63,38000
Lightweight Sledge: Reclaimed,/id/Lightweight-Sledge-Reclaimed/,judebond,Snow,55,17000
Water Bottle Kayak with Outrigger,/id/Water-Bottle-Kayak-with-addition-Outrigger/,MrL33TPenguin,Boats,56,54000
How to make a Snowboard!,/id/How-to-make-a-Snowboard/,oscarthompson,Snow,73,86000
Snow Arch,/id/Snow-Arch/,AndrewM,Snow,101,36000
How to make a sledge out of wooden palette,/id/How-to-make-a-sledge-out-of-wooden-palette/,stiffey,Snow,49,93000
How to Seawatch,/id/How-to-Seawatch/,Kiteman,Birding,10,4800
Make your own top water minnow fishing lures,/id/Make-your-own-top-water-minnow-fishing-lures/,Tool Using Animal,Fishing,120,33000
"sundial, compass, spirit level. All-in-one time piece.",/id/sundial-compass-spirit-level-All-in-one-time-pi/,EGiR,Snow,77,17000
Christmas Cannon,/id/Christmas-Cannon/,fungus amungus,Siege Engines,260,78000
How to Throw and Catch a Softball,/id/How-to-Throw-and-Catch-a-Softball/,Comp101,Sports,3,36000
How to Build a Megaphone Bike Stereo,/id/How-to-Build-a-Megaphone-Bike-Stereo/,trebuchet03,Bikes,25,12000
Homemade Tauntaun Bag (Sleeping Bag Mod),/id/Homemade-Tauntaun-Bag-Sleeping-Bag-Mod/,ihrtglfx10,Camping,72,18000
Ski Bike,/id/Ski-Bike/,Oblongata,Bikes,307,268000
No-Experience-Necessary Board Breaking,/id/No-Experience-Necessary-Board-Breaking/,noahw,Sports,99,123000
How to Build a Longtail Cargo Bike,/id/How-to-Build-a-Longtail-Cargo-Bike/,depp.ben,Bikes,70,49000
Bright Rechargable Headlight for Your Bike!,/id/Rechargable-Headlight-for-Your-Bike/,Marsh,Bikes,71,17000
Awesome Twin Spotlamps,/id/Awesome-Twin-Spotlamps/,o0mouse0o,Bikes,21,10000
Fix a Very Broken Surf Board,/id/Fix-a-Very-Broken-Surf-Board/,TimAnderson,Water,74,147000
Paracord wrist lanyard made with the snake knot,/id/Paracord-wrist-lanyard-made-with-the-snake-knot/,Stormdrane,Knots,1981,1200000
Multi-Function Walking Stick - Converts to a Chair,/id/Multi-Function-Walking-Stick-Converts-into-a-Cha/,hpstoutharrow,Camping,1983,324000
Build a Paintball Mine,/id/Build-a-Paintball-Mine/,kaptaink_cg,Launchers,990,191000
"Skateboard, BMX, RC Ramp",/id/Skateboard-BMX-RC-Ramp/,sladek,Bikes,172,76000
Make a Hand Truck From a Shopping Cart in Minutes,/id/Hand-Truck-From-Shopping-Cart/,TimAnderson,Bikes,114,32000
Helmet Mohawks in 10 Minutes,/id/Helmet-Mohawks-in-10-Minutes/,dan,Skateboarding,85,37000
Make an Eskimo Style Kayak Paddle from 2x4 Scrap Wood in 1.5 hours,/id/Eskimo-Kayak-Paddle/,TimAnderson,Boats,107,37000
Bar End Brake Light: BEBL,/id/Bar-End-Brake-Light-BEBL/,WyoJustin,Bikes,89,48000
Professional water rocket guide,/id/Professional-water-rocket-guide/,oscarthompson,Rockets,331,331000
Backyard Bocce,/id/Backyard-Bocce/,yokozuna,Backyard,22,18000
A How to - Gearing Up for Hockey,/id/A-How-to-Gearing-Up-for-Hockey/,stewcristan06,Sports,5,47000
Free Yacht Chapter 13: Raise the New Mast!,/id/Mast-Raising/,TimAnderson,Boats,23,27000
Backyard Bird Photography,/id/Backyard-Bird-Photography/,unklstuart,Birding,146,37000
How to do a flip turn!,/id/How-to-do-a-flip-turn/,chelseat,Water,52,225000
Trip Log: Outrigger Canoe Sailing the California Channel Islands,/id/Outrigger-Canoe-Sail-Channel-Islands/,TimAnderson,Kites,59,22000
How to Throw a Football,/id/How-to-Throw-a-Football/,footballthrow,Sports,26,281000
Ship's Helm,/id/Ships-Helm/,frank farrell,Boats,37,14000
how to make a awesome safe zipline,/id/how-to-make-a-awesome-safe-zipline/,fidgety2,Climbing,113,297000
How to Make a Skateboard,/id/How-to-Make-a-Skateboard/,PAPAROACH,Skateboarding,123,161000
Carry any Bottle with a JUG KNOT Handle,/id/Carry-any-Bottle-with-a-JUG-KNOT-Handle/,hpstoutharrow,Knots,818,350000
Easy and Light Skate Box Setup,/id/Easy-and-Light-Skate-Box-Setup/,nonoodlez,Skateboarding,162,136000
Filleting A Fish,/id/Filleting-A-Fish/,Stoveboy,Fishing,75,11000
Bamboo Bike Frame.,/id/Bamboo-Bike-Frame/,xman,Bikes,212,87000
Rescuing someone fallen overboard from a boat,/id/Rescuing-someone-fallen-overboard-from-a-boat/,adaviel,Boats,14,31000
Aluminum Bottle Tumbler Cup &amp; Cook Pot for an Alcohol Stove,/id/Aluminum-Bottle-Tumbler-Cup-Cook-Pot/,hpstoutharrow,Camping,422,219000
Making plasters/band-aids in the woods,/id/Making-plasters-in-the-woods/,tim_n,Camping,166,50000
How to tie various knots,/id/How-to-tie-various-knots/,adaviel,Climbing,991,190000
Camp Table for Backpacking,/id/Camp-Table-for-Backpacking/,hpstoutharrow,Camping,326,56000
Truck Bed Bike Rack,/id/Truck-Bed-Bike-Rack/,hpstoutharrow,Bikes,94,64000
wobble bike,/id/wobble-bike/,dan,Bikes,190,108000
Make Life Better with a Sailboat-in-a-Closet,/id/Make-Life-Better-with-a-Sailboat-in-a-Closet/,Wade Tarzia,Boats,257,98000
Reading Dive Tables,/id/Reading-Dive-Tables/,trebuchet03,Water,37,260000
Can Stove,/id/Can-Stove/,atman,Camping,724,551000
"Easy to build, easy to use, water bottle launcher!","/id/Easy-to-build,-easy-to-use,-water-bottle-launcher!/",bpwagner,Rockets,201,345000
A Garbage Bag Kite,/id/A-Garbage-Bag-Kite/,mta,Kites,142,544000
How to Make a Fish Trap in 30 Seconds,/id/How-to-Make-a-Fish-Trap-in-30-Seconds/,Samuel C,Water,85,101000
Aluminum Bottle Alcohol Stove,/id/Aluminum-Bottle-Alcohol-Stove/,hpstoutharrow,Camping,1123,263000
Burning Man,/id/Burning-Man/,joshf,Bikes,80,54000
How to build a cardboard kayak for less than 40$ (Updated with template),/id/How-to-build-a-cardboard-kayak-for-less-than-40/,msd8,Boats,289,141000
Burning Man Skills,/id/Burning-Man-Skills-2007/,TimAnderson,Camping,281,197000
Minnow Net From A Freezer Pop Net Bag (Crawdad/Crawfish too!),/id/Minnow-Net-From-A-Freezer-Pop-Net-Bag/,DrPeper,Fishing,48,7200
How to Tie a Squareknot!,/id/How-to-Tie-a-Squareknot/,Marsh,Camping,20,6600
Bicycle Paniers From Canvas Military Surplus Map Bags,/id/Bicycle-Paniers-from-canvas-military-surplus-map-b/,dustinplatter,Bikes,132,35000
Family Vs. Family Hockey ,/id/Family-Vs-Family-Hockey/,hankbobs,Sports,4,4100
Squirt Gun Refill Station,/id/Squirt-Gun-Refill-Station/,gabebillings,Water,100,32000
Camping Shower!,/id/Camping-Shower-1/,alliedmilk,Camping,367,165000
Bicycle Rack for Child's Bicycle,/id/Bicycle-Rack-for-Childs-Bicycle/,darlingtom,Bikes,41,11000
Customizing your school tie.,/id/Customizing-your-school-tie/,the casbah,Snow,4,9600
Bicyling Modestly in a Skirt,/id/Bicyling-Modestly-in-a-Skirt/,Sox,Bikes,19,16000
